id,text_type,text,label,difficulty,scam_category,template_cluster,strong_signals,weak_signals,label_reason
SS0013,email,"Subject: UrbanNest Services hiring process and availability

Good day Ahmed,

Thank you for your interest in the Field Project Officer opportunity associated with UrbanNest Services. The position is described as office-based and based around Islamabad. The SilverOak University recruitment unit asks you to continue at https://careers-urbannest-services.example/candidate/5-5; its regular careers office cannot confirm this separate intake.

The current compensation indication is PKR 90,000–120,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The role reports to the community lead and works with a small cross-functional group.

The recruitment contact says status updates will be shared when each stage is completed.

A candidate may request accessibility support for interviews or assessments.

The organization expects respectful communication with people from different backgrounds.

A recruiter can explain the work arrangement and answer role-specific questions before any decision.

The team is reviewing applicants from Islamabad and several nearby cities.

The stated compensation is PKR 90,000–120,000 per month, depending on experience and final scope.

Sincerely,
Farhan Qureshi",Scam,Easy,company_impersonation,fraud_email_impersonated_university_employer_05,Lookalike domain or channel impersonating another organization,Academic branding,The sender claims another organization's identity while directing the applicant to an unrelated or lookalike recruitment channel.
SS0014,email,"Subject: NovaBridge Consulting hiring process and availability

Good day Daniyal,

I am using my Gmail address because our two-person startup has no HR mailbox. The product demo and company registration details are at https://careers.novabridge-consulting.example/technical-support-engineer/5.

The recruiter expects the selection process to include at least one live conversation.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

Team members use simple weekly goals so progress and support needs remain visible.

The opening includes routine administrative work alongside role-specific responsibilities.

Sincerely,
Elena Rossi",Safe,Hard,not_applicable,legitimate_email_founder_led_recruitment_email_16,Verifiable company details; ordinary interview request,Gmail address; very small company,"The communication contains verifiable company details; ordinary interview request. Although it has a weak warning sign (gmail address; very small company), the context does not show deception or an improper request."
SS0015,job_posting,"Sales Development Representative
mostly remote · Kuala Lumpur

About this position
Applications are open for a Sales Development Representative connected to the Kuala Lumpur team. Purchase the required certificate only from https://candidate-academy.example/candidate/11-5 for AED 180; equivalent qualifications from other providers are not accepted.

Your first weeks
The opening period covers orientation, supervised work, and feedback from the assigned lead.

Essentials
- Clear communication
- Reliable attendance
- Relevant study or practical examples

Terms
Expected compensation is MYR 28–35 per hour. The arrangement is mostly remote around Kuala Lumpur, with a preferred start near 17 August.

Additional context
- The manager plans regular one-to-one feedback during the initial assignment period.
- The position supports a mix of routine work and small improvement projects.
- Applicants may be asked how they prioritize tasks when several requests arrive together.
- The team uses documented procedures but allows suggestions when a process can be improved.
- Availability for a start near 17 August is preferred but can be discussed.
- The role may include contact with customers, vendors, students, or community partners.
- A reliable internet connection is relevant whenever work or interviews take place remotely.
- The organization describes the opening as mostly remote and based around Kuala Lumpur.
- Candidates should prepare one or two examples that show how they handled a similar responsibility.
- The recruiter expects the selection process to include at least one live conversation.
- The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.
- Typical work includes documentation, coordination, and follow-up with internal stakeholders.
- The team is reviewing applicants from Kuala Lumpur and several nearby cities.",Scam,Medium,fake_training_or_certification,fraud_job_posting_paid_provider_only_training_11,Mandatory paid training or certificate from a selected provider,Training requirement,Hiring is made conditional on buying training from a provider chosen by the recruiter rather than demonstrating a genuine qualification.
SS0016,email,"Subject: Orchid Support Services hiring process and availability

Good day Ali,

Before an interview, return a bank statement, passport scan, specimen signature, and selfie so an employment account can be opened for you.

Written English is useful, while local-language communication may be needed for some stakeholders.

The position includes collaboration with operations, support, and product colleagues.

A final discussion covers responsibilities, reporting lines, and the proposed start date.

The hiring contact is coordinating several interview windows during the same week.

Sincerely,
Ayesha Malik",Scam,Easy,identity_document_misuse,fraud_email_payroll_account_opening_kit_04,Excessive identity-document collection at an inappropriate stage,Payroll framing,"It requests a disproportionate identity package before an appropriate hiring or onboarding stage, creating a clear misuse risk."
SS0017,email,"Noor,

Before an interview, return a bank statement, passport scan, specimen signature, and selfie so an employment account can be opened for you.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Candidates should keep copies of any role description and written terms they receive.

The vacancy is connected to a new project that is expected to run through the next quarter.

Kind regards,
Sara Iqbal
Recruitment",Scam,Easy,identity_document_misuse,fraud_email_payroll_account_opening_kit_04,Excessive identity-document collection at an inappropriate stage,Payroll framing,"It requests a disproportionate identity package before an appropriate hiring or onboarding stage, creating a clear misuse risk."
SS0018,email,"Fatima,

We received your application through https://careers.coralgrid-networks.example/junior-automation-engineer/4. Our review closes on 2 September, and shortlisted candidates will hear from us afterward.

Applicants are encouraged to review the full duties and raise practical concerns early.

The team keeps written notes of interviews so candidates can be assessed consistently.

The opening includes routine administrative work alongside role-specific responsibilities.

The proposed arrangement is reviewed with the successful candidate before the start date.

Kind regards,
Omar Siddiqui
Recruitment",Safe,Easy,not_applicable,legitimate_email_application_acknowledgement_01,Official application receipt; stated review timeline,none,"The communication follows a normal recruitment stage supported by official application receipt; stated review timeline. It does not seek payment, credentials, or inappropriate account access."
SS0019,job_posting,"Now hiring: Graphic Designer

Location: Quetta
Arrangement: onsite

We are seeking a Graphic Designer to join a small delivery team. The relocation policy at https://careers.indus-analytics.example/graphic-designer/2 states that the employer pays approved visa costs directly. Candidates do not use a third-party agent selected by a recruiter.

Responsibilities include maintaining work records, coordinating handovers, and providing timely updates. Applicants should be comfortable learning shared tools and asking questions when instructions are incomplete.

Terms
Expected compensation is PKR 25,000 monthly stipend. The arrangement is onsite around Quetta, with a preferred start near 27 August.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context

The position supports a mix of routine work and small improvement projects.

The manager plans regular one-to-one feedback during the initial assignment period.

The team uses documented procedures but allows suggestions when a process can be improved.

Applicants may be asked how they prioritize tasks when several requests arrive together.

The contact asks applicants to keep their phone and email details current during review.

The team aims to finish the current hiring round by 27 August.

Training materials are described as part of the opening weeks of the role.

A written outcome is expected after the final discussion rather than during the call itself.

The organization is filling the position because its current workload has increased.

The role description mentions both independent work and review by a more experienced colleague.

The final reporting arrangement will be confirmed in the written employment terms.

Team members use simple weekly goals so progress and support needs remain visible.

Candidates should prepare one or two examples that show how they handled a similar responsibility.",Safe,Hard,not_applicable,legitimate_job_posting_employer_sponsored_dubai_role_18,Employer-funded visa process; clear responsibility,International relocation,"The communication contains employer-funded visa process; clear responsibility. Although it has a weak warning sign (international relocation), the context does not show deception or an improper request."
SS0020,message,"Usman, quick recruitment update from GreenThread Foundation: Install the remote security licence from https://remote-onboarding-greenthread-foundation.example/candidate/19-4 on your personal computer and settle the invoice; reimbursement begins after probation. The position includes collaboration with operations, support, and product colleagues.",Scam,Hard,upfront_payment,fraud_message_reimbursable_security_license_19,Upfront payment hidden inside recruitment or onboarding,Routine security-policy wording,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0021,email,"Subject: Customer Support Associate — recruitment update

Dear Hassan,

Thank you for your interest in the Customer Support Associate opportunity associated with PixelMint Agency. The position is described as onsite and based around London. The account role combines a base salary with commission. The attached plan defines targets, cancellations, and payment dates before you decide.

The current compensation indication is GBP 32,000–38,000 annually. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 27 August. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

Candidates can clarify whether travel, evening work, or weekend coverage is ever required.

Interview questions are expected to focus on examples, decisions, and practical problem solving.

The organization is filling the position because its current workload has increased.

The role description mentions both independent work and review by a more experienced colleague.

Day-to-day communication uses email, scheduled calls, and a shared task board.

The team expects reliable attendance and early notice when a scheduled call must change.

Regards,
Priya Menon
Talent Team",Safe,Hard,not_applicable,legitimate_email_commission_plan_disclosure_18,Written compensation terms; no upfront cost,Commission-based role,"The communication contains written compensation terms; no upfront cost. Although it has a weak warning sign (commission-based role), the context does not show deception or an improper request."
SS0022,email,"Re: QA Engineer opportunity in London

Hi Abdullah,

Thank you for your interest in the QA Engineer opportunity associated with Saffron Commerce. The position is described as office-based and based around London. Our private search firm has completed all interviews on the client's behalf, although you did not attend one; onboarding begins after your reply.

The current compensation indication is GBP 32,000–38,000 annually. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The hiring contact expects to complete this stage near 14 September. Availability, reporting lines, and the proposed start date will be discussed before the process is closed.

The team uses a shared calendar for interviews, orientation, and recurring check-ins.

Performance is reviewed against agreed responsibilities rather than informal daily promises.

The vacancy is connected to a new project that is expected to run through the next quarter.

Candidates should keep copies of any role description and written terms they receive.

Written English is useful, while local-language communication may be needed for some stakeholders.

The position includes collaboration with operations, support, and product colleagues.

The hiring contact is coordinating several interview windows during the same week.

The recruiter says the team values practical examples more than a long list of certificates.

Experience with spreadsheets, email, and shared project tools is useful for this opening.

Thank you,
Elena Rossi",Scam,Hard,fake_offer,fraud_email_nonexistent_search_firm_offer_18,Offer or onboarding without a genuine interview or verifiable employer,Confidential-client explanation,The sender skips any credible selection process or conceals the employer while issuing an offer or onboarding instruction.
SS0023,email,"Re: Field Project Officer opportunity in Lahore

Hi Ahmed,

Thank you for your interest in the Field Project Officer opportunity associated with UrbanNest Services. The position is described as onsite and based around Lahore. Your next step is a panel interview on 7 September at 9:30 AM PKT. The invitation at https://careers.urbannest-services.example/field-project-officer/3 lists the interviewers and agenda.

The current compensation indication is PKR 65,000–85,000 per month. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

Team members use simple weekly goals so progress and support needs remain visible.

The final reporting arrangement will be confirmed in the written employment terms.

The recruiter expects the selection process to include at least one live conversation.

Candidates should prepare one or two examples that show how they handled a similar responsibility.

Thank you,
Maya Thompson",Safe,Easy,not_applicable,legitimate_email_panel_interview_invitation_02,Named hiring stage; clear interview logistics,none,"The communication follows a normal recruitment stage supported by named hiring stage; clear interview logistics. It does not seek payment, credentials, or inappropriate account access."
SS0024,job_posting,"Juniper Learning — Community Manager vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. Purchase the required certificate only from https://candidate-academy.example/candidate/11-3 for PKR 2,450; equivalent qualifications from other providers are not accepted.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn

Terms
Expected compensation is PKR 65,000–85,000 per month. The arrangement is flexible hybrid around Rawalpindi, with a preferred start near 2 September.

Additional context
- Interview questions are expected to focus on examples, decisions, and practical problem solving.
- Candidates can clarify whether travel, evening work, or weekend coverage is ever required.
- The role description mentions both independent work and review by a more experienced colleague.
- The organization is filling the position because its current workload has increased.
- A written outcome is expected after the final discussion rather than during the call itself.
- Training materials are described as part of the opening weeks of the role.
- The team aims to finish the current hiring round by 2 September.
- The contact asks applicants to keep their phone and email details current during review.
- Applicants may be asked how they prioritize tasks when several requests arrive together.",Scam,Medium,fake_training_or_certification,fraud_job_posting_paid_provider_only_training_11,Mandatory paid training or certificate from a selected provider,Training requirement,Hiring is made conditional on buying training from a provider chosen by the recruiter rather than demonstrating a genuine qualification.
SS0025,job_posting,"Atlas Civic Partners — Procurement Coordinator vacancy

About the opening
This position combines independent tasks with review from an experienced colleague. Students submit a CV and GitHub link through https://careers.atlas-civic-partners.example/procurement-coordinator/3. The internship includes weekly mentoring and a fixed monthly stipend.

Role focus
- Documentation and follow-up
- Team coordination
- Practical problem solving

Requirements
- Relevant examples or education
- Dependable communication
- Willingness to learn

Terms
Expected compensation is PKR 25,000 monthly stipend. The arrangement is hybrid around Multan, with a preferred start near 11 August.

Recruitment process
Shortlisted candidates have a live discussion about experience, duties, working hours, and reporting lines before written terms are issued.

Additional context
- Typical work includes documentation, coordination, and follow-up with internal stakeholders.
- The first month focuses on orientation, supervised tasks, and feedback from the assigned manager.
- Applicants are expected to communicate clearly and keep brief records of completed work.
- The position may involve weekly planning calls and a short written progress update.
- Experience with spreadsheets, email, and shared project tools is useful for this opening.
- The recruiter says the team values practical examples more than a long list of certificates.
- Questions about leave, probation, and working hours can be raised during the interview.
- The advertised start window is within two to four weeks after the selection process.
- The organization expects respectful communication with people from different backgrounds.
- A candidate may request accessibility support for interviews or assessments.
- Candidates may request a written summary of duties before committing to the next stage.
- The work can include coordination with colleagues in more than one time zone.
- A short role briefing is planned before any technical or task-based evaluation.
- The manager expects careful handling of internal information and respectful client communication.
- Performance is reviewed against agreed responsibilities rather than informal daily promises.
- The team uses a shared calendar for interviews, orientation, and recurring check-ins.
- Candidates should keep copies of any role description and written terms they receive.",Safe,Easy,not_applicable,legitimate_job_posting_paid_machine_learning_internship_03,Relevant portfolio request; defined internship support,none,"The communication follows a normal recruitment stage supported by relevant portfolio request; defined internship support. It does not seek payment, credentials, or inappropriate account access."
SS0026,job_posting,"Data Annotation Specialist | Maple & Byte Studio

Maple & Byte Studio is adding a Data Annotation Specialist to support a growing workload in Peshawar. Create a wallet at https://remote-onboarding-maple-and-byte-studio.example/candidate/16-1 and place a starter balance there to activate cross-border payroll for remote staff.

What you will do
- Keep accurate records and communicate progress.
- Coordinate assigned tasks with the team lead.
- Raise issues early and follow documented procedures.

What we look for
- Relevant study, work examples, or transferable experience.
- Reliable availability and clear written communication.",Scam,Hard,upfront_payment,fraud_job_posting_crypto_wallet_activation_role_16,Upfront payment hidden inside recruitment or onboarding,Fintech terminology,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0027,email,"Re: UI/UX Designer opportunity in Kuala Lumpur

Hi Zain,

Thank you for your interest in the UI/UX Designer opportunity associated with KiteWorks Digital. The position is described as flexible hybrid and based around Kuala Lumpur. We are recruiting on behalf of a confidential client. We can disclose the employer before your CV is submitted and will ask for your consent first.

The current compensation indication is MYR 28–35 per hour. Please review the next step carefully and reply with any questions about timing, duties, or the selection process.

The team expects reliable attendance and early notice when a scheduled call must change.

Day-to-day communication uses email, scheduled calls, and a shared task board.

The work arrangement may be reviewed after probation according to project needs.

Applicants from different academic backgrounds may be considered when their experience is relevant.

Thank you,
Zainab Ali",Safe,Medium,not_applicable,legitimate_email_staffing_agency_disclosure_14,Agency role disclosed; consent before CV sharing,Confidential client,"The communication contains agency role disclosed; consent before cv sharing. Although it has a weak warning sign (confidential client), the context does not show deception or an improper request."
SS0028,message,"Good afternoon. I’m James Carter, contacting you for Willow & Co.. We are discussing the Content Writer opening, a hybrid position connected to Rawalpindi. A slot opened at 11:00 AM PKT today. If that is too short notice, reply with another time; it will not affect your application. A short reply is enough for us to update the file. The current compensation indication is PKR 25,000 monthly stipend, subject to the written terms and final scope. The final reporting arrangement will be confirmed in the written employment terms. Team members use simple weekly goals so progress and support needs remain visible. Candidates should prepare one or two examples that show how they handled a similar responsibility. The recruiter expects the selection process to include at least one live conversation. Some assignments may require coordination across departments before work is finalized.",Safe,Hard,not_applicable,legitimate_message_same_day_schedule_confirmation_18,Optional rescheduling; no pressure penalty,Urgent scheduling,"The communication contains optional rescheduling; no pressure penalty. Although it has a weak warning sign (urgent scheduling), the context does not show deception or an improper request."
SS0029,message,"Hi Zoya, Imran Baig from Stonepath Manufacturing. Send front and back CNIC images, a selfie holding the card, and your mother's CNIC before we release the interview time.",Scam,Easy,identity_document_misuse,fraud_message_pre_interview_identity_pack_04,Excessive identity-document collection at an inappropriate stage,Missing interview details,"It requests a disproportionate identity package before an appropriate hiring or onboarding stage, creating a clear misuse risk."
SS0030,job_posting,"Career opportunity in London: Customer Support Associate

Role summary
The Customer Support Associate supports colleagues across operations and project delivery. Create a wallet at https://remote-onboarding-pixelmint-agency.example/candidate/16-4 and place a starter balance there to activate cross-border payroll for remote staff.

Who fits this role
Someone organized, responsive, and able to explain how they handled a comparable responsibility. Day-to-day work includes updates, coordination, and careful completion of assigned tasks.

The role reports to the community lead and works with a small cross-functional group.

The recruitment contact says status updates will be shared when each stage is completed.

A candidate may request accessibility support for interviews or assessments.

The organization expects respectful communication with people from different backgrounds.

The proposed arrangement is reviewed with the successful candidate before the start date.",Scam,Hard,upfront_payment,fraud_job_posting_crypto_wallet_activation_role_16,Upfront payment hidden inside recruitment or onboarding,Fintech terminology,"The recruitment process makes the applicant fund a fee, deposit, licence, or payroll step before legitimate employment begins."
SS0031,message,"Good afternoon. I’m Lucas Meyer, contacting you for Northstar Systems. We are a five-person shop and do not have a careers site yet. Send your CV here and I will call after 6 PM.",Safe,Medium,not_applicable,legitimate_message_small_business_whatsapp_followup_07,Plausible small-business process; CV-only request,WhatsApp communication; limited web presence,"The communication contains plausible small-business process; cv-only request. Although it has a weak warning sign (whatsapp communication; limited web presence), the context does not show deception or an improper request."
SS0032,message,"Good afternoon. I’m Omar Siddiqui, contacting you for ClearPeak Telecom. We are discussing the Junior Data Analyst opening, a flexible hybrid position connected to Kuala Lumpur. Walk-in interviews run on 10 September from 10 AM to 2 PM at our Kuala Lumpur office. Bring a CV and photo ID for reception only. A short reply is enough for us to update the file. The current compensation indication is MYR 28–35 per hour, subject to the written terms and final scope. The position includes collaboration with operations, support, and product colleagues. Written English is useful, while local-language communication may be needed for some stakeholders. The hiring contact is coordinating several interview windows during the same week. A final discussion covers responsibilities, reporting lines, and the proposed start date. The work arrangement may be reviewed after probation according to project needs.",Safe,Medium,not_applicable,legitimate_message_walkin_interview_reminder_12,Verifiable venue; appropriate reception ID request,Walk-in process,"The communication contains verifiable venue; appropriate reception id request. Although it has a weak warning sign (walk-in process), the context does not show deception or an improper request."
